Address,Historic Name of Resource,Building Type,Freestanding or Other,Style,SubStyle,Primary Style,Approximate,Range,StartDate,EndDate,"NHL
Rating",#C,#  N/C,N/C Reason,latitude,longitude,Street Number,Modifier,Street Direction,Street,Street Type,Notes
130 Mulberry Street,,House,,Vernacular: Other,Gabled-ell,Other: Gabled-ell,TRUE,FALSE,1860,1860,C,1,,,38.733995,-85.378487,130,,,Mulberry,Street,
204 Mulberry Street,,House,,Vernacular: Other,Gabled-ell,Other: Gabled-ell,TRUE,FALSE,1900,1900,N/C,,1,A,38.734256,-85.378489,204,,,Mulberry,Street,
206 Mulberry Street,,House,,Vernacular: Other,Gabled-ell,Other: Gabled-ell,TRUE,FALSE,1880,1880,N/C,,1,A,38.734369,-85.378487,206,,,Mulberry,Street,
208 Mulberry Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.734465,-85.378504,208,,,Mulberry,Street,
210 Mulberry Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1860,1860,C,1,,,38.734581,-85.378507,210,,,Mulberry,Street,
212 Mulberry Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.734659,-85.378507,212,,,Mulberry,Street,
214 Mulberry Street,,Commercial Building,,Functional,20th Century,Other: 20th C. Functional,TRUE,FALSE,1900,1900,C,1,,,38.734831,-85.378508,214,,,Mulberry,Street,
216 Mulberry Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.734916,-85.378551,216,,,Mulberry,Street,
301 Mulberry Street,Central Hotel,Hotel,,Federal,None,Federal,TRUE,FALSE,1830,1830,C,1,,,38.735222,-85.379028,301,,,Mulberry,Street,"The impressive block on the west side of Mulberry Street at Nos. 301-315 is a streetscape reticent of the early part of the nineteenth-century. This group of buildings may have been constructed as early as 1819 and includes a business that has been in operation under the name Central Hotel since at least 1886. Most of the buildings are three stories in height and retain their original facades. All are constructed of brick laid in a variant of the Flemish bond pattern. The building at 301, the Central Hotel, has a mitered corner opening with commercial glass windows. Above, its windows are replacements set in openings with Italianate segmental arch pressed metal hoods and stone sills. The building at No. 303 has similar modern windows set in flat pedimented Italianate crowns. Along the Second Street side of the Central Hotel, the windows are modern twelve/over/nine pane set in the original flat dressed stone lintel and sills. The side gabled rooflines of 301 and 303 are joined with an Italianate projecting front cornice that has decorative floral elements and scroll  cut brackets, this cornice continues around the side of 301. The building at 305 Mulberry lacks Italianate updates and is more purely Federal. Though its street opening is modern, the windows above are nine/over/nine with wooden lintels and sills. Its roofline, like that at 307 and 309 to the north, is a simple band of brick corbelling and dentils at the cornice. No. 307 has openings with flat dressed stone lintels and sills and a modern street level door. The building at 309, however, features a cast iron front from a later nineteenth-century Italianate upgrade. This front has Corinthian columns flanking double upper light commercial glass doors. The windows above are six/over/six and four/over/four with dressed stone lintels and sills. The building at 311 has lost much of its original integrity in windows and doors, but retains the original openings on the second and third floors and remnants of an iron front. Its roofline has a projecting cornice with brackets. No. 313 is similar to other houses in the row, it has replacement windows in flat dressed stone lintels and sills and a simple cornice with brick corbelling and dentils. The two-story building at the end of the row has an iron front with scrolled top pilasters. These pilasters divide modern window and panel fill. The upper floors have replacement windows with the same  flat dressed stone lintels and sills. The alley side of this building features windows with segmental arch openings. In total, this grouping  of building well retains the scope and character of early Federal style commercial row architecture ."
303 Mulberry Street,Central Hotel,Hotel,,Federal,None,Federal,TRUE,FALSE,1830,1830,C,1,,,38.735192,-85.378757,303,,,Mulberry,Street,
305 Mulberry Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.735307,-85.379029,305,,,Mulberry,Street,
307 Mulberry Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.735359,-85.379030,307,,,Mulberry,Street,
309 Mulberry Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.735416,-85.379030,309,,,Mulberry,Street,
311 Mulberry Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1900,1900,C,1,,,38.735477,-85.379030,311,,,Mulberry,Street,
313 Mulberry Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.735560,-85.379032,313,,,Mulberry,Street,
314 Mulberry Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1835,1835,C,0.5,,,38.735525,-85.378724,314,,,Mulberry,Street,
315 Mulberry Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1900,1900,C,1,,,38.735560,-85.379032,315,,,Mulberry,Street,
316 Mulberry Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1835,1835,C,0.5,,,38.735576,-85.378370,316,,,Mulberry,Street,
317 Mulberry Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1840,1840,C,1,,,38.735719,-85.379020,317,,,Mulberry,Street,"The Italianate commercial building at 317 Mulberry Street was constructed sometime between  1845 and 1860. It stands four stories tall upon a stone foundation. Its brick walls are laid in a combination of Flemish and common bond brick patterns. The front street level entry is set in a cast iron decorative front. It has double full light panel doors with upper transom lights and commercial glass windows. Above are two bays of one/over/one windows set into openings with pierced metal decorative  crowns and flat stone sills. Windows along the southern alley side of the building have flat dressed stone lintels and sills. The side gable, low-pitched roof has a projecting Italianate cornice on the front facade. This heavy cornice has dentils and eaves brackets with attic level windows set between them."
318 Mulberry Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1835,1835,C,1,,,38.735730,-85.378508,318,,,Mulberry,Street,
319 Mulberry Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1840,1840,C,1,,,38.735798,-85.378803,319,,,Mulberry,Street,
320 Mulberry Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.735758,-85.378568,320,,,Mulberry,Street,
321 Mulberry Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1865,1865,C,1,,,38.735824,-85.379025,321,,,Mulberry,Street,
322 Mulberry Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1900,1900,C,2,,,38.735840,-85.378515,322,,,Mulberry,Street,
323 Mulberry Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.735876,-85.379028,323,,,Mulberry,Street,
324 Mulberry Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1850,1850,C,0.5,,,38.735919,-85.378563,324,,,Mulberry,Street,
325 Mulberry Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.735928,-85.379030,325,,,Mulberry,Street,
326 Mulberry Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1850,1850,C,0.5,,,38.735583,-85.378726,326,,,Mulberry,Street,
327 Mulberry Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1850,1850,C,1,,,38.735977,-85.379011,327,,,Mulberry,Street,
408 Mulberry Street,Odd Fellows Building,Commercial Building,,Classical/Greek Revival,Classical,Classical Revival,FALSE,FALSE,1911,1911,C,0.166666667,,,38.736745,-85.378584,408,,,Mulberry,Street,"The Odd Fellows of Madison built a fine example of a Classical Revival commercial building at 408-418 Mulberry Street. Constructed in 1911, this building has a meeting hall on its second floor, but offers a row of commercial fronts along the street. The two-story building sits upon a rectangular limestone foundation and has walls of light brick and limestone. The street facade is divided into five bays by nearly flush pilasters with simple capitals. Four of these bays feature a full light door with upper transom flanked by commercial glass windows above panels. Each of these is topped by an aluminum awning and has a large composite window with limestone sills on the second story. The southernmost bay has a recessed double upper light door that accesses the upstairs meeting hall. The building's roof is flat and concealed behind a raised parapet with limestone coping, brick corbelling, and limestone belt course at the cornice."
410 Mulberry Street,Odd Fellows Building,Commercial Building,,Classical/Greek Revival,Classical,Classical Revival,FALSE,FALSE,1911,1911,C,0.166666667,,,38.736746,-85.378754,410,,,Mulberry,Street,"The Odd Fellows of Madison built a fine example of a Classical Revival commercial building at 408-418 Mulberry Street. Constructed in 1911, this building has a meeting hall on its second floor, but offers a row of commercial fronts along the street. The two-story building sits upon a rectangular limestone foundation and has walls of light brick and limestone. The street facade is divided into five bays by nearly flush pilasters with simple capitals. Four of these bays feature a full light door with upper transom flanked by commercial glass windows above panels. Each of these is topped by an aluminum awning and has a large composite window with limestone sills on the second story. The southernmost bay has a recessed double upper light door that accesses the upstairs meeting hall. The building's roof is flat and concealed behind a raised parapet with limestone coping, brick corbelling, and limestone belt course at the cornice."
412 Mulberry Street,Odd Fellows Building,Commercial Building,,Classical/Greek Revival,Classical,Classical Revival,FALSE,FALSE,1911,1911,C,0.166666667,,,38.736748,-85.378665,412,,,Mulberry,Street,"The Odd Fellows of Madison built a fine example of a Classical Revival commercial building at 408-418 Mulberry Street. Constructed in 1911, this building has a meeting hall on its second floor, but offers a row of commercial fronts along the street. The two-story building sits upon a rectangular limestone foundation and has walls of light brick and limestone. The street facade is divided into five bays by nearly flush pilasters with simple capitals. Four of these bays feature a full light door with upper transom flanked by commercial glass windows above panels. Each of these is topped by an aluminum awning and has a large composite window with limestone sills on the second story. The southernmost bay has a recessed double upper light door that accesses the upstairs meeting hall. The building's roof is flat and concealed behind a raised parapet with limestone coping, brick corbelling, and limestone belt course at the cornice."
414 Mulberry Street,Odd Fellows Building,Commercial Building,,Classical/Greek Revival,Classical,Classical Revival,FALSE,FALSE,1911,1911,C,0.166666667,,,38.736756,-85.378754,414,,,Mulberry,Street,"The Odd Fellows of Madison built a fine example of a Classical Revival commercial building at 408-418 Mulberry Street. Constructed in 1911, this building has a meeting hall on its second floor, but offers a row of commercial fronts along the street. The two-story building sits upon a rectangular limestone foundation and has walls of light brick and limestone. The street facade is divided into five bays by nearly flush pilasters with simple capitals. Four of these bays feature a full light door with upper transom flanked by commercial glass windows above panels. Each of these is topped by an aluminum awning and has a large composite window with limestone sills on the second story. The southernmost bay has a recessed double upper light door that accesses the upstairs meeting hall. The building's roof is flat and concealed behind a raised parapet with limestone coping, brick corbelling, and limestone belt course at the cornice."
416 Mulberry Street,Odd Fellows Building,Commercial Building,,Classical/Greek Revival,Classical,Classical Revival,FALSE,FALSE,1911,1911,C,0.166666667,,,38.736766,-85.378754,416,,,Mulberry,Street,"The Odd Fellows of Madison built a fine example of a Classical Revival commercial building at 408-418 Mulberry Street. Constructed in 1911, this building has a meeting hall on its second floor, but offers a row of commercial fronts along the street. The two-story building sits upon a rectangular limestone foundation and has walls of light brick and limestone. The street facade is divided into five bays by nearly flush pilasters with simple capitals. Four of these bays feature a full light door with upper transom flanked by commercial glass windows above panels. Each of these is topped by an aluminum awning and has a large composite window with limestone sills on the second story. The southernmost bay has a recessed double upper light door that accesses the upstairs meeting hall. The building's roof is flat and concealed behind a raised parapet with limestone coping, brick corbelling, and limestone belt course at the cornice."
418 Mulberry Street,Odd Fellows Building,Commercial Building,,Classical/Greek Revival,Classical,Classical Revival,FALSE,FALSE,1911,1911,C,0.166666667,,,38.737055,-85.378388,418,,,Mulberry,Street,"The Odd Fellows of Madison built a fine example of a Classical Revival commercial building at 408-418 Mulberry Street. Constructed in 1911, this building has a meeting hall on its second floor, but offers a row of commercial fronts along the street. The two-story building sits upon a rectangular limestone foundation and has walls of light brick and limestone. The street facade is divided into five bays by nearly flush pilasters with simple capitals. Four of these bays feature a full light door with upper transom flanked by commercial glass windows above panels. Each of these is topped by an aluminum awning and has a large composite window with limestone sills on the second story. The southernmost bay has a recessed double upper light door that accesses the upstairs meeting hall. The building's roof is flat and concealed behind a raised parapet with limestone coping, brick corbelling, and limestone belt course at the cornice."
419 Mulberry Street,,Commercial Building,,Classical/Greek Revival,Classical,Classical Revival: Neo- Classical Revival,TRUE,FALSE,1940,1940,N/C,,1,NIP,38.737143,-85.379183,419,,,Mulberry,Street,
427 Mulberry Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1840,1840,C,1,,,38.737315,-85.379080,427,,,Mulberry,Street,
428 Mulberry Street,McKee House,House,,Federal,None,Federal,FALSE,FALSE,1832,1832,C,1,,,38.737284,-85.378428,428,,,Mulberry,Street,"James McKee originally owned the 1832 Federal home at 428 Mulberry Street built by Madison architect-builder, Mathew Temperly. The rectangular home abuts the sidewalk on two of its sides, sits upon a foundation of rough dressed and coursed stone, and has walls laid in brick Flemish bond. It has a five bay facade on the Mulberry Street side. At center of this facade is a recessed wood panel door with side and upper transom lights flanked by fluted columns and a classical surround. The windows are six/over/six with flat dressed stone lintels and sills. The panel fills with iron grates on the front are an early twentieth-century addition. The side gable roof has parapetted gable end chimneys, brick corbelling, and dentils at the front facade. The building originally had a bi-level porch on the south side, but the upper story has since been blocked. The front porch is a sandstone and limestone stoop with iron rails ."
500 Mulberry Street,Christ Episcopal Rectory,Rectory,,Italianate,None,Italianate,TRUE,FALSE,1840,1840,C,1,,,38.737626,-85.378400,500,,,Mulberry,Street,
505 Mulberry Street,,House,,Federal,None,Federal,TRUE,FALSE,1830,1830,C,1,,,38.737802,-85.379210,505,,,Mulberry,Street,
506 Mulberry Street,Christ Episcopal Church,Church,,Gothic Revival,None,Gothic Revival,FALSE,FALSE,1848,1848,C,2,,,38.737779,-85.378404,506,,,Mulberry,Street,"Architects W. Russell West and Mathew Temperly built the Christ Episcopal Church at 506 Mulberry Street in the Gothic Revival style. The church derives its character from the pointed arch doors and windows. The vertical panel entry door is set into a pointed arch brick surround with flanking buttresses. The windows along the nave are stained glass and set into pointed arch openings with stone sills and brick surrounds. A buttress is found between each of the windows along the side walls. The high pitch roof is also typical of the style,  and this one features a tower at the southwest corner with a conical roof and pointed arch vents and dormer windows. The tower also has a circular window and a cross at its finial. The foundation of the church is of coursed, dressed stone and the walls are laid in brick common bond pattern. Notable as well in this building are the stained glass windows on the rear, ca. 1850, which were painted and then fired in a rare process. The congregation ordered these from German artisans in Cincinnati. The architect designed the iron fence in the yard."
507 Mulberry Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.737859,-85.379214,507,,,Mulberry,Street,
509 Mulberry Street,,House,,Federal,None,Federal,TRUE,FALSE,1820,1820,C,1,,,38.737922,-85.379216,509,,,Mulberry,Street,
510 Mulberry Street,Edwin Whitney House,House,,Italianate,None,Italianate,TRUE,FALSE,1850,1850,C,1,,,38.737935,-85.378406,510,,,Mulberry,Street,
511 Mulberry Street,,House,,Federal,None,Federal,TRUE,FALSE,1820,1820,C,1,,,38.737981,-85.379217,511,,,Mulberry,Street,
513 1/2 Mulberry Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,0.5,,,38.738102,-85.379131,513    ,1/2,,Mulberry,Street,
513 Mulberry Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,0.5,,,38.738102,-85.379131,513,,,Mulberry,Street,
514 Mulberry Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1850,1850,C,1,,,38.738076,-85.378525,514,,,Mulberry,Street,
515 Mulberry Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1840,1840,C,1,,,38.738191,-85.379217,515,,,Mulberry,Street,
516 Mulberry Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1850,1850,C,1,,,38.738159,-85.378527,516,,,Mulberry,Street,
517 Mulberry Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1840,1840,C,1,,,38.738249,-85.379223,517,,,Mulberry,Street,
518 Mulberry Street,,House,,Vernacular: Other,Gabled-ell,Other: Gabled-ell,TRUE,FALSE,1870,1870,C,1,,,38.738274,-85.378529,518,,,Mulberry,Street,
519 Mulberry Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.738309,-85.379067,519,,,Mulberry,Street,
520 Mulberry Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.738361,-85.378531,520,,,Mulberry,Street,
521 Mulberry Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,2,,,38.738365,-85.379147,521,,,Mulberry,Street,
522 Mulberry Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1880,1880,C,1,,,38.738446,-85.378532,522,,,Mulberry,Street,
523 Mulberry Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1850,1850,C,1,,,38.738444,-85.379151,523,,,Mulberry,Street,
601 Mulberry Street,William Griffin House,House,,Classical/Greek Revival,Greek,Greek Revival,FALSE,FALSE,1843,1843,C,1,,,38.738764,-85.379232,601,,,Mulberry,Street,The large Greek Revival home at 601 Mulberry Street was constructed in 1843. It sits perched upon a high foundation of flat dressed red sandstone with a surrounding water table and basement windows. The rectangular building has a five bay facade and walls that are laid in brick common bond. The front entrance is an inset panel door with upper and side transom lights with a wood classical surround decorated with dentils and simple pediments atop the pilasters. Replacement one/over/one windows are set into openings of flat dressed stone lintels and sills. The side gabled roof has parapetted gable end chimneys. The far-projecting cornice on the facade has dentils and small decorative brackets. The rear of the home has dormer windows in the roof and a three level central inset porch with wood railings and columns. The home had a small front yard surrounded by a period iron fence.
602 Mulberry Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.738702,-85.378522,602,,,Mulberry,Street,
604 Mulberry Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.738774,-85.378526,604,,,Mulberry,Street,
606 Mulberry Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.738838,-85.378536,606,,,Mulberry,Street,
607 Mulberry Street,,Carriage House,,Functional,19th Century,Other: 19th C. Functional,TRUE,FALSE,1870,1870,C,1,,,38.738844,-85.378786,607,,,Mulberry,Street,
608 Mulberry Street,,House,,Federal,None,Federal,TRUE,FALSE,1860,1860,C,1,,,38.738908,-85.378433,608,,,Mulberry,Street,
609 Mulberry Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.738913,-85.379239,609,,,Mulberry,Street,
612 Mulberry Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.739020,-85.378407,612,,,Mulberry,Street,
615 Mulberry Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.739201,-85.379244,615,,,Mulberry,Street,
617 Mulberry Street,,House,,Federal,None,Federal,TRUE,FALSE,1860,1860,C,1,,,38.739272,-85.379095,617,,,Mulberry,Street,
702 Mulberry Street,American Legion Post #9 Garage,Commercial Building,,Commercial Style,None,Commercial Style,TRUE,FALSE,1940,1940,N/C,,1,NIP,38.740127,-85.378807,702,,,Mulberry,Street,
704 Mulberry Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1870,1870,C,1,,,38.739499,-85.378408,704,,,Mulberry,Street,
706 Mulberry Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1870,1870,C,1,,,38.740222,-85.378808,706,,,Mulberry,Street,
708 Mulberry Street,,House,Duplex,Federal,None,Federal,TRUE,FALSE,1860,1860,C,0.5,,,38.739566,-85.378399,708,,,Mulberry,Street,
710 Mulberry Street,,House,Duplex,Federal,None,Federal,TRUE,FALSE,1860,1860,C,0.5,,,38.739670,-85.378401,710,,,Mulberry,Street,
Retaining Wall Mulberry Street,,Retaining Wall,,Other,None,Other,TRUE,FALSE,1890,1890,C,1,,,38.739992,-85.378806,,,,Mulberry,Street,
924 Park Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1850,1850,C,1,,,38.734589,-85.368297,924,,,Park,Avenue,
926 Park Avenue,Gustav Zoeller House,House,,Federal,None,Federal,TRUE,FALSE,1830,1830,C,1,,,38.734560,-85.368069,926,,,Park,Avenue,
928 Park Avenue,M. Greiner and Sons Brewery,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1854,1854,C,1,,,38.734878,-85.367530,928,,,Park,Avenue,
930 Park Avenue,M. Greiner and Sons Brewery,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.734870,-85.367506,930,,,Park,Avenue,
932 Park Avenue,M. Greiner and Sons Brewery,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.734861,-85.367482,932,,,Park,Avenue,
948 Park Avenue,,Garage,,Functional,20th Century,Other: 20th C. Functional,TRUE,FALSE,1960,1960,N/C,,1,NIP,38.734793,-85.367293,948,,,Park,Avenue,
1001 Park Avenue,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.734907,-85.366549,1001,,,Park,Avenue,
1003 Park Avenue,,House,,Vernacular: Other,Hall and Parlor,Other: Hall and Parlor,TRUE,FALSE,1870,1870,C,2,,,38.734859,-85.366408,1003,,,Park,Avenue,
1004 Park Avenue,Fulton School,School,,Italianate,None,Italianate,FALSE,FALSE,1875,1875,C,1,,,38.734248,-85.366375,1004,,,Park,Avenue,
1005 Park Avenue,,House,,Vernacular: Other,Hall and Parlor,Other: Hall and Parlor,TRUE,FALSE,1880,1880,N/C,,1,A,38.734816,-85.366258,1005,,,Park,Avenue,
1007 Park Avenue,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,N/C,,1,A,38.734761,-85.366108,1007,,,Park,Avenue,
1009 Park Avenue,,House,,Vernacular: Other,Hall and Parlor,Other: Hall and Parlor,TRUE,FALSE,1850,1850,C,1,,,38.734437,-85.366036,1009,,,Park,Avenue,
1012 Park Avenue,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1900,1900,C,1,,,38.734132,-85.365981,1012,,,Park,Avenue,
201 Plum Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.736428,-85.389755,201,,,Plum,Street,
204 Plum Street,,House,Rowhouse,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.736391,-85.389259,204,,,Plum,Street,
206 Plum Street,,House,Rowhouse,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.736474,-85.389233,206,,,Plum,Street,
300 Plum Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.737194,-85.389492,300,,,Plum,Street,
316 Plum Street,,House,Duplex,None,None,No Style,TRUE,FALSE,1900,1900,N/C,,0.5,A,38.737497,-85.389428,316,,,Plum,Street,
318 Plum Street,,House,Duplex,None,None,No Style,TRUE,FALSE,1900,1900,N/C,,0.5,A,38.737570,-85.389403,318,,,Plum,Street,
310 Poplar Street,,House,,Vernacular: Gable Front,None,Other: Gable front,FALSE,FALSE,1898,1898,C,1,,,38.735796,-85.382004,310,,,Poplar,Street,
312 Poplar Street,,House,,Vernacular: Gable Front,None,Other: Gable front,FALSE,FALSE,1898,1898,C,1,,,38.735870,-85.381975,312,,,Poplar,Street,
314 Poplar Street,,House,,Vernacular: Gable Front,None,Other: Gable front,FALSE,FALSE,1898,1898,C,1,,,38.735938,-85.381949,314,,,Poplar,Street,
315 Poplar Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1875,1875,C,1,,,38.735975,-85.382352,315,,,Poplar,Street,
409 Poplar Street,Ebenezer M.E. Church,Church,,Gothic Revival,None,Gothic Revival,FALSE,FALSE,1878,1878,C,1,,,38.737058,-85.381995,409,,,Poplar,Street,
411 Poplar Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.737124,-85.382016,411,,,Poplar,Street,
413 Poplar Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1840,1840,C,1,,,38.737301,-85.382029,413,,,Poplar,Street,
414 Poplar Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.737215,-85.381582,414,,,Poplar,Street,
415 Poplar Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.737363,-85.382004,415,,,Poplar,Street,
416 Poplar Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.737282,-85.381562,416,,,Poplar,Street,
417 Poplar Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1850,1850,C,1,,,38.737474,-85.381978,417,,,Poplar,Street,
423 Poplar Street,Stevenson House,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.737617,-85.381931,423,,,Poplar,Street,
505 Poplar Street,,House,,Federal,None,Federal,TRUE,FALSE,1870,1870,C,1,,,38.738070,-85.381679,505,,,Poplar,Street,
103 Presbyterian Avenue,,House,,Modern Movement,None,Modern movement,TRUE,FALSE,1960,1960,N/C,,1,NIP,38.737970,-85.380643,103,,,Presbyterian,Avenue,
105 Presbyterian Avenue,,House,,Victorian,Folk Victorian,Other: Folk Victorian,TRUE,FALSE,1900,1900,C,1,,,38.737977,-85.380793,105,,,Presbyterian,Avenue,
107 Presbyterian Avenue,,House,,Victorian,Folk Victorian,Other: Folk Victorian,TRUE,FALSE,1900,1900,C,1,,,38.737988,-85.380860,107,,,Presbyterian,Avenue,
109 Presbyterian Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1915,1915,C,1,,,38.737988,-85.380860,109,,,Presbyterian,Avenue,
117 Presbyterian Avenue,,House,,None,None,No Style,TRUE,FALSE,1860,1860,N/C,,1,A,38.738085,-85.381270,117,,,Presbyterian,Avenue,
209 Presbyterian Avenue,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1925,1925,C,1,,,38.738199,-85.381742,209,,,Presbyterian,Avenue,
318 Presbyterian Avenue,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.739043,-85.383648,318,,,Presbyterian,Avenue,
320 Presbyterian Avenue,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.738935,-85.383751,320,,,Presbyterian,Avenue,
322 Presbyterian Avenue,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.738955,-85.383842,322,,,Presbyterian,Avenue,"The home at 322 W. Presbyterian Avenue is a fine example of the Federal style. Situated on a small urban lot, the rectangular home has a balanced three-bay facade and common bond brick walls. The home abuts the sidewalk and has a bi-level porch on the west side. Its six over six light windows are in beveled frames with their original shutter hardware and flat dressed lintels and wood sills. The main door has side and upper transom lights and is slightly recessed with a panel pilaster surround. The side gabled medium pitch roof has a projecting simple cornice and gable end chimneys."
324 Presbyterian Avenue,,House,,Vernacular: Other,I-House,Other: I-House,TRUE,FALSE,1870,1870,C,1,,,38.738979,-85.383949,324,,,Presbyterian,Avenue,
402 Presbyterian Avenue,,House,,Federal,None,Federal,TRUE,FALSE,1860,1860,C,0.5,,,38.739108,-85.384287,402,,,Presbyterian,Avenue,
404 Presbyterian Avenue,,House,,Federal,None,Federal,TRUE,FALSE,1860,1860,C,0.5,,,38.738906,-85.384458,404,,,Presbyterian,Avenue,
406 Presbyterian Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1860,1860,C,1,,,38.739127,-85.384504,406,,,Presbyterian,Avenue,
408 Presbyterian Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1860,1860,C,1,,,38.739127,-85.384504,408,,,Presbyterian,Avenue,
413 Presbyterian Avenue,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.738793,-85.384823,413,,,Presbyterian,Avenue,
415 Presbyterian Avenue,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.738808,-85.384894,415,,,Presbyterian,Avenue,
416 Presbyterian Avenue,,Mobile Home Park,,Modern Movement,None,Modern Movement,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.739243,-85.384871,416,,,Presbyterian,Avenue,
417 Presbyterian Avenue,,House,,Vernacular: Other,Hall and Parlor,Other: Hall and Parlor,TRUE,FALSE,1850,1850,C,1,,,38.738804,-85.384991,417,,,Presbyterian,Avenue,
